what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314882483784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314882489705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314882503523
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314882527529
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314882532510
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314882536744
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314882537415
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314882537949
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314882538658
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314882547135
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314882547151
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1314882560615
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314882566770
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314882568291
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1314882568880
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314882573181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314882643284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314883041048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314883043487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314883043897
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314883047349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314883047689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314883048591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314883048930
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314883127021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314883419500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314883848636
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ProjectsView",1314883865602
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackagesView",1314883867771
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.TypesView",1314883868057
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.MembersView",1314883869549
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaBrowsingPerspective",1314883870095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1314883870385
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaBrowsingPerspective",1314883870399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1314883883801
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.recenter",1314883954836
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314884046860
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314884081352
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314884155775
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314884212322
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.pageDown",1314884279785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314884431100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314901377073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314901381962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314902070286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314902072096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314902073463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314902486814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314909316580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314909383109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314922172234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314922192741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314965987599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314966043653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314966045094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314966094705
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314966296434
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1314966524066
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1314966524515
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1314966525267
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1314966525605
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1314966526012
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1314966526374
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1314966526735
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1314966526782
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1314966527174
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1314966527596
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1314966528396
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1314966528935
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.400.v201103082016,"org.eclipse.jst.ws.consumption.ui",1314966529811
